Gene	SRR652952	SRR652953	SRR652954	SRR652955	SRR652956	SRR652957	SRR652958	SRR652959	SRR652960	SRR652961	SRR652962	SRR652963	SRR652964	SRR652965	SRR652966	SRR652967	SRR652968
RUF5-1	10.641639102468298	10.552899691671737	8.020791325790096	7.538814871725129	7.71512858707781	8.412410843390983	4.080559692772242	3.856338688048404	4.815903509084704	5.025657299031922	8.956104025611879	7.873671516141576	5.406356506049445	5.887129146400355	3.5882387985089723	2.9167924078835936	2.5535227822138262
SCR1	3.4782530836450087	5.683399443969515	6.410795975452556	8.196583799265213	7.260831774972612	7.873671516141576	5.458075625872152	6.011429737802256	5.6414862246158135	6.609745464117811	6.6024098147851795	7.594049194375483	5.464189704562201	5.742785876768013	1.2756189361379673	0.8599710047169438	0.8606975734295788
SRG1	5.952100171391654	5.429915968420845	6.227864180886803	6.4842405688005735	4.353189861298398	4.870682414508507	2.200116393892349	2.0219779754622644	2.587067901457917	2.4305939179975584	4.574083508001213	5.219834472101928	1.7314046399779088	1.955522800832064	1.2756189361379673	1.1123526696007098	1.1063172635993388
YAL001C	1.4623320650927012	1.6346268051965578	1.691279418889615	2.6343291323459104	2.2868599378007954	1.8864933040199303	1.220876438184225	1.231197471938823	1.413750882644073	1.3291584298592605	1.4427964685814154	1.526238424492385	1.5318744416393058	1.4242383984545546	1.2756189361379673	2.561553758251386	2.429383373613278
YAL002W	1.7012643811288246	1.543550238161289	1.232456817556392	1.038205671479935	0.8857347349604678	1.2532432870454693	1.1876317160872933	1.2210812379734044	1.4149951236365717	1.2341083746935615	1.2431475742826033	1.2030030767043665	1.1474186259876649	1.1963040116402586	1.2756189361379673	2.453013133252627	2.390017728403618
YAL003W	8.858621163143056	9.029508630353824	4.437046817364717	4.677605205462388	3.814975259068276	2.891391216741422	8.455275079419549	9.029508630353824	9.088924950001225	8.784921741103126	4.991099547910796	5.260201127514564	8.93929830392826	8.753257547097324	5.501020347462963	8.99530320116057	8.914949918731832
YAL004W	0.3936960310382049	0.5995759265040432	0.3999714614554397	0.5288813184652335	0.4987171004623148	0.4788818896884436	0.02675416565298789	0.04900382207564416	0.18057771223274396	0.03849849923610589	0.03169762484330099	0.04767563863056484	0.03079286563914704	0.02675416565298789	1.2756189361379673	0.1159231208648187	0.3182395332865162
YAL005C	4.850972358072251	2.9420858728418713	1.7720893694364581	2.6118325913614355	2.4037790190175263	2.7439930909875723	6.341596515337765	5.845854340991659	7.0222452048708615	7.059582840233913	5.2311441328757216	5.121122411103784	6.568288964585807	6.640313305664817	9.101443759654353	10.142519078392704	9.959292194791908
YAL007C	2.537040873038848	3.25096603019828	1.2969113416585698	1.4654150017492882	1.4705862680244302	1.6063096097383278	3.711523869901664	3.0982799749480945	2.3411046397732918	2.562354935180051	1.9184237744573978	1.9184237744573978	1.5387390421074034	1.82319058787925	1.2756189361379673	2.774753342040164	3.057758765290459
YAL008W	0.3936960310382049	1.0448771166703292	1.1212050641471758	1.1268318869429659	0.4987171004623148	1.3144254883349158	1.9439204936630166	1.7162964240745113	2.749757338329535	1.8634848043574737	3.7483548991793736	3.4973057440817628	1.686867265862	2.093462969424129	1.2756189361379673	1.5726712057360892	1.6059044826988853
YAL009W	2.0977214037901573	2.4342583653717633	1.2078478808403994	0.8765036458839977	1.6407435993404742	1.8959579257455381	2.422126955258588	2.448960174993063	2.4739120569869946	2.561553758251386	2.390017728403618	2.336260017412274	2.543384066391572	2.5630727662126978	1.2756189361379673	1.2120913438609757	1.361105360138553
YAL010C	1.3179745288889648	1.2866045501072783	1.018039699364366	0.9141275818607243	1.313506629322353	1.2010653935868956	0.8501871885351712	0.8930669554182012	0.9395466073822123	0.8485107309490493	0.9666333603794421	1.0096868765814175	0.7666219002056411	0.7989847055320773	1.2756189361379673	1.1171332777542426	1.1214769590037348
YAL011W	1.0854487696548614	0.9758400181882549	1.0323357526144148	0.5288813184652335	2.319030918203482	1.4806413004538024	1.8999045250906699	2.1628272136075752	2.404175983711334	1.9181006387094106	1.8350156640789967	2.000055674840429	2.344562183944351	2.2006846691496027	1.2756189361379673	1.3091106121229599	1.260884657025905
YAL012W	3.539653072136492	4.254708168161136	4.5709509787027205	3.9447440408606713	4.750955268123949	4.447843680683482	3.591189987858825	3.3548596938083035	3.553242747647515	3.351737516858998	1.221389273347254	1.1811266891213583	3.595453442470373	3.4456635392168127	7.873671516141576	3.5023293633822385	3.509709136952973
YAL013W	1.1883165756602998	0.5995759265040432	2.346334952925807	1.2948141173675012	1.180317734651915	1.6324642731018124	2.331762874390094	1.5321340083592647	1.5624934028355937	1.8137643349975803	2.4105469244951463	2.5951525094155894	1.9923520697546293	1.986910646198095	1.2756189361379673	1.3394191986860293	1.3330837077946154
YAL014C	0.9603276572926333	0.5995759265040432	1.122237704690186	1.4330460486156325	1.0010220271321393	0.4788818896884436	3.2421095029454725	3.2872898484339066	3.21181381973382	3.3829717723194284	3.2872898484339066	3.2688150162152056	2.823645356160293	2.811016816859993	1.2756189361379673	1.3221826995355899	1.3790840131966118
YAL015C	0.3936960310382049	0.5995759265040432	0.3999714614554397	0.9256615853977057	0.8734789096698959	0.8330679527165431	2.040471365662767	1.9976876306745353	2.026594047118655	2.1528004417926376	1.596884389174878	1.6370965307301923	2.0119341956062615	1.9834816823815609	1.2756189361379673	1.3495715360828158	1.3525937997549913
YAL016C-A	0.3936960310382049	0.5995759265040432	0.3999714614554397	0.5288813184652335	0.4987171004623148	0.4788818896884436	0.5685180611458917	0.5003363417104669	0.5716299619817301	0.5908384469996739	0.5100252448678096	0.48511880657482453	0.46797310730781577	0.47130795351814453	1.2756189361379673	0.31899004249676943	0.4207232445974798
YAL016C-B	0.9951774376192115	0.9382856113709412	0.9490643106610751	0.9017987968641868	0.9675653716631893	0.810317334249165	0.02675416565298789	0.19780123547434766	0.03437928339321916	0.03849849923610589	0.2445742294635027	0.04767563863056484	0.15625530736696971	0.237337298501485	1.2756189361379673	0.3559488278354385	0.1159231208648187
YAL016W	1.9226242594492495	2.3384277536164007	2.194556624628719	2.7236717615467754	1.9647422736535147	1.3790840131966118	1.8558200907599065	2.036863350353649	2.4545760353577633	2.1044994661715775	2.8523580999428635	2.636859596299345	1.8460589938076557	1.6791619529560347	1.2756189361379673	3.7721338439157757	3.867035496302715
YAL017W	1.5962223413367853	1.9064037701106034	1.7690384698952755	1.562066584656351	1.672760623950449	2.3402893336254875	1.2320230930159135	1.2808837101801926	1.2990993598397345	1.24897960000213	1.655268714420521	1.7007398320863545	1.1144224690010438	1.1876317160872933	3.3725378043680156	3.1468027583825147	2.902971489172358
YAL018C	0.3936960310382049	0.5995759265040432	0.3999714614554397	1.0721243823942577	0.4987171004623148	0.4788818896884436	0.26935795609903773	0.31899004249676943	0.4084756005172566	0.03849849923610589	0.41991153096898326	0.41991153096898326	0.16500796326321718	0.24105053985819402	1.2756189361379673	0.401841753269969	0.38294661843166744
YAL019W	1.6623309280583525	2.52527947939823	2.719341678209239	1.741325538846796	4.256953464564005	3.2467536152209346	1.2640496601868476	1.3215536840911875	1.4553860196441322	1.4803657663732914	0.7780567991991438	0.9256615853977057	1.347852668456242	1.360165323324709	1.2756189361379673	2.510724974729691	2.4084517667576986
YAL019W-A	0.3936960310382049	0.5995759265040432	0.3999714614554397	0.5288813184652335	0.4987171004623148	0.4788818896884436	0.02675416565298789	0.17356206079677466	0.14304056212331384	0.03849849923610589	0.2116531725529231	0.04767563863056484	0.03079286563914704	0.19190710079273518	1.2756189361379673	0.1159231208648187	0.401841753269969
YAL020C	1.3129462446051345	1.7878778516575693	0.9334135398292793	1.3768966665030158	0.4987171004623148	0.4788818896884436	3.280344810496498	3.1833473948006494	3.6284393286354883	3.4082582580384635	2.601045467599933	2.854861491350567	3.704554343669588	3.539653072136492	1.2756189361379673	1.1092504131319556	1.172210515363369
YAL021C	1.4350123561332704	1.5653708153348613	1.6858271449771545	1.5632385245107407	0.8475495401311928	1.485980253088073	0.9814327806967014	0.9409293951576254	0.9945909051204871	0.9726796240381793	0.952156300092845	0.9584017539462489	0.8906720018662148	0.8414650412364264	1.2756189361379673	2.06746050456616	2.1054142476313746
YAL022C	2.196439666780048	2.305204023479712	1.8809330215793394	1.6720220792536784	3.2375765963763996	3.3119586178462335	2.6325133510976406	2.647054962414054	2.493468214345194	2.6275616931416166	1.7527118757319173	1.7808879707002485	2.487043875477618	2.2278135131258057	1.2756189361379673	1.9694239310818704	1.8954945042775855
YAL023C	2.677934910856538	2.7755286011714513	1.565608695864933	2.4130304279624744	1.891495250699825	2.6505604269282848	2.5156969262294484	2.5140627151757506	2.9184413393013573	2.395326007040669	1.1861996809601945	1.1737836940925075	1.664264674670462	1.437487276190149	4.30480075709098	5.989244031558689	5.8754813720011185
YAL024C	0.7405835483578995	1.4865764436362352	0.3999714614554397	1.0534741343682374	1.1460568471639518	1.0119208417836951	0.7588446364791922	0.7717836856633524	0.8377558530770033	0.8199479288392396	0.7315704407550351	0.7070077423458438	0.6906777922172267	0.615517346053631	1.2756189361379673	1.5091874544621933	1.4883610245068999
YAL025C	2.423014679806993	1.2151097584607113	1.6487756858184761	0.5288813184652335	1.780101219896931	1.7441429349122837	2.187841788597569	2.3709427079228185	1.664264674670462	1.5666039142742374	0.9218395960024546	0.7677272722686732	1.9854411309292885	1.7745173356002524	1.2756189361379673	1.5624934028355937	1.617181751665188
YAL026C	1.5375691373146998	2.021123991343101	1.4756546747980708	1.9647422736535147	1.1168663613564604	0.9673427926724056	1.2500233475859863	1.4031625860714483	1.6008783584815605	1.4632159532220197	1.0561980101348227	1.1418896722107872	1.5877648589418376	1.496920612356231	1.2756189361379673	3.814975259068276	3.662937372497454
YAL026C-A	1.496172499489595	4.268580058995462	1.004514712070876	1.6244679009270193	2.392963685271491	1.583056645141016	1.4515013215929642	1.4556007521145642	1.3430114188545064	1.4145850068005283	0.871479188618478	0.8846969180050994	1.3625290131330239	1.5809322123701661	1.2756189361379673	1.2236905849099649	1.1268318869429659
YAL027W	2.159626994788114	2.4781219050178205	2.0374127927044636	2.2751573507132083	1.6606265437962753	1.4688788362233987	1.1372680952108318	1.0057639351399013	0.9469385026199401	1.0647419673458214	1.3883336529980856	1.3435200615341056	0.8532665577857322	1.0160625928003053	1.2756189361379673	0.9310395638132021	0.9695684403067402
YAL028W	1.6590304735489436	3.13293986167627	1.881264171837932	1.5265263479016458	1.1995524191283558	1.4408289593152739	1.5603798595325304	1.4889170515385628	1.800933728854956	1.6430366156415344	2.251356168235578	2.131787826302509	1.5941107068372804	1.6227345851776904	1.2756189361379673	1.0633814365732435	1.065624164600367
