Gene	SRR8552462	SRR8552463	SRR8552464	SRR8552465	SRR8552466	SRR8552467	SRR8552468	SRR8552469	SRR8552470	SRR8552471	SRR8552472	SRR8552473	SRR8552474	SRR8552475	SRR8552476	SRR8552477	SRR8552478	SRR8552479	SRR8552480	SRR8552481	SRR8552482	SRR8552483	SRR8552484	SRR8552485
ETS1-1	3.216072978563993	3.2872898484339066	3.071909838092634	3.1028407062939283	3.563030937970518	3.3725378043680156	3.220033744315124	3.1137288486803	3.4473028895817546	3.49899322232656	2.663878680608063	2.5103763722396844	3.3310775484059496	2.8994004060215004	3.68630202725684	3.534591271551803	2.7654271959884937	2.652832508592417	3.1468027583825147	3.4072629133169974	2.7236717615467754	2.5360561628098353	2.369475318493415	2.6505604269282848
ETS2-1	0.733989397563895	0.5474168800285554	0.6308077725710624	0.6624601146568991	0.7146356463387671	0.7258629446095859	0.7156234166724875	0.7398670240422394	0.751440780449049	0.681317910558581	0.631319351283296	0.755846557108774	0.7983323225574993	0.7258629446095859	0.7603796001810538	0.7289944260234733	0.7254713569612254	0.6199512487744979	0.7973278223832956	0.7254713569612254	0.6236009287569538	0.6694817273596404	0.49659102783575887	0.7539823913425328
HRA1	0.5464008427630727	0.5952723510172941	0.6639447233202856	0.49060321102081594	0.6735613781581412	0.5621950220883309	0.5927246552392569	0.2360496860708812	0.6340445096882371	0.6385684753242986	0.5824664208958594	0.23330297553128873	0.24242898829353465	0.2518792436918613	0.5532040952951327	0.5562005816423163	0.22584400631272386	0.5111485015953311	0.23897113019286192	0.24370094837661438	0.6213352922730313	0.517308718452646	0.5898435543745926	0.2181837281279414
ICR1	0.8517275640081621	0.8215637443899415	0.8918577550080478	0.883647224872151	0.9378885218059236	0.9081025717262254	0.8988625225607212	0.9938704294754679	0.9136207321829626	0.8704142608547896	0.9091841839211225	0.9172485395278134	0.9401020737262188	0.8238503089051317	0.9091841839211225	0.9154034109139575	0.8098199733079007	0.7578489448693062	0.9138709659055333	0.7673485449037742	0.836671663642754	0.832491997379693	0.8156727610999357	0.8464496693006938
IRT1	1.5703530468883902	1.4396230739025615	0.7947300139669613	0.8244145855901484	0.8532665577857322	0.8693170771215795	0.6755341155140033	0.7918997888802307	0.8104837775900818	0.8758192971028678	1.203700473217854	1.258472281617596	1.7159422779199134	2.000055674840429	1.8389746927900372	1.8637476049147788	1.1686382800510902	1.1268318869429659	1.8631810175347674	1.6475177024890688	1.0946528483688078	1.1404752706727965	1.2241679697583268	1.0908391509811406
ITS1-1	0.5207135315645959	0.5288813184652335	0.65299961809661	0.7394882846151295	0.7839097186786672	0.762194488857729	0.6973818052401605	0.7617928841902897	0.7405835483578995	0.7529588563240752	0.7518197063446945	0.7218137655439621	0.683887782260165	0.6935486212995635	0.6770069028570742	0.6755341155140033	0.6992547547300882	0.6584399533770591	0.5080717561627147	0.7662448835381191	0.6489281862788827	0.6873612420209857	0.7487599495941222	0.762194488857729
ITS2-1	0.7416416778474374	0.2535701515425195	0.5039818197129757	0.5361896318494417	0.6340445096882371	0.5993340729502326	0.23135405751180582	0.2360496860708812	0.6525846337289598	0.7130370742700757	0.643972209510626	0.5271488259666935	0.24242898829353465	0.2518792436918613	0.2385685332694982	0.5557267975916933	0.22584400631272386	0.21206771556255422	0.6755341155140033	0.5537454882743363	0.5100252448678096	0.6770069028570742	0.22319517240113806	0.7063037374207151
LSR1	1.0436125314865472	1.0604980879447903	0.9845733112028527	0.9441383209186205	0.9927062818899346	1.1407338294394513	1.073715443372318	1.1082018966530407	1.129073223532977	1.2823422485120664	1.1277848395602084	1.1085103146361441	1.0801891653884743	1.0517768659777744	1.1334689850654602	0.9363513661003555	1.102230989897887	1.1811266891213583	1.0522498384391397	1.0373185389997397	1.045288278434293	1.0561980101348227	1.1460568471639518	1.257411375755254
NME1	0.7315704407550351	0.775660930172639	0.7225417736223748	0.6356860003661565	0.5178258176887418	0.6100587337237078	0.650158489181276	0.5506129682350573	0.6923885148221514	0.7162666741660011	0.7370718137938708	0.7897394191461826	0.6522046386630407	0.7730463931420015	0.6278800205743847	0.6843268114687806	0.6278800205743847	0.7352621973660436	0.6507430280222217	0.7420183425754286	0.5283350816256487	0.6073936240779274	0.7416416778474374	0.2181837281279414
PWR1	0.24198232101774375	0.2535701515425195	0.49060321102081594	0.21248314192294807	0.1914807053735927	0.19190710079273518	0.23135405751180582	0.2360496860708812	0.5726735941565295	0.1914807053735927	0.23330297553128873	0.23330297553128873	0.24242898829353465	0.6042245827787812	0.5643480776252439	0.2351965095385567	0.5213342590997749	0.21206771556255422	0.23897113019286192	0.24370094837661438	0.21653541637934948	0.21429884884847547	0.580007707518512	0.2181837281279414
