Gene	SRR7448270	SRR7448271	SRR7448272	SRR7448273
ETS1-1	5.829255191392853	3.5336544873327034	4.472001333836484	3.3648071905930736
ETS2-1	0.6046520906261859	0.2785721402735	0.7241875879902331	0.5073735463765363
HRA1	0.38070512255464795	0.5380946750346072	0.44051266438538467	0.4084756005172566
ICR1	1.0266135223538781	0.8495798478255183	1.048675607364403	1.1559373884042379
IRT1	1.6072216339180239	1.3898996397560617	1.812017010046039	1.5658074584893515
ITS1-1	1.5224920722512671	1.018835033714013	1.0680549051916126	0.962785136912176
ITS2-1	1.0317984720450615	0.6557617739994056	0.8521196635896048	0.776303957520152
LSR1	1.3906168083354518	1.4639300209034913	1.1861996809601945	1.0499492366344518
NME1	0.7066668631962603	0.6270726655238763	0.7130370742700757	0.6670520804825975
PWR1	0.02852556199986332	0.025854406726791568	0.037168380166790846	0.021327215589076957
Q0010	0.02852556199986332	0.025854406726791568	0.037168380166790846	0.1465673498487981
Q0017	0.02852556199986332	0.025854406726791568	0.037168380166790846	0.021327215589076957
Q0020	0.5288813184652335	0.5122477069833963	0.4318143100194289	0.5293844683206794
Q0032	0.02852556199986332	0.025854406726791568	0.037168380166790846	0.021327215589076957
Q0045	0.20464491362446646	0.025854406726791568	0.24105053985819402	0.24198232101774375
Q0050	0.3678323817436593	0.14395085307995517	0.13603884044787912	0.270198486933949
Q0055	0.22501258882398179	0.025854406726791568	0.037168380166790846	0.18839661367524038
Q0060	0.02852556199986332	0.025854406726791568	0.037168380166790846	0.021327215589076957
Q0065	0.02852556199986332	0.20199795509091503	0.037168380166790846	0.021327215589076957
Q0070	0.02852556199986332	0.025854406726791568	0.037168380166790846	0.021327215589076957
Q0075	0.02852556199986332	0.025854406726791568	0.037168380166790846	0.021327215589076957
Q0080	0.02852556199986332	0.025854406726791568	0.037168380166790846	0.021327215589076957
Q0085	0.15883724427605972	0.11416849430726667	0.1387442421760785	0.27688854493044196
Q0092	0.02852556199986332	0.025854406726791568	0.037168380166790846	0.021327215589076957
Q0105	0.2161207751767864	0.14222119382801404	0.13693379302927539	0.22129708048661884
Q0110	0.02852556199986332	0.025854406726791568	0.037168380166790846	0.11327535634084275
Q0115	0.02852556199986332	0.025854406726791568	0.037168380166790846	0.021327215589076957
Q0120	0.02852556199986332	0.025854406726791568	0.037168380166790846	0.021327215589076957
Q0130	0.1465673498487981	0.37314976148161616	0.037168380166790846	0.2859437068125136
Q0140	0.02852556199986332	0.21082087064900992	0.13338262791850947	0.13518834136242275
Q0142	0.02852556199986332	0.025854406726791568	0.037168380166790846	0.021327215589076957
Q0143	0.02852556199986332	0.025854406726791568	0.037168380166790846	0.021327215589076957
Q0144	0.1969933105746352	0.025854406726791568	0.037168380166790846	0.11688568107795104
Q0158	0.6078507154558266	0.7033342161334646	0.43257021506244064	0.5675406656767246
Q0160	0.21429884884847547	0.025854406726791568	0.037168380166790846	0.12453347412658075
Q0182	0.21858354089147194	0.1840877718907294	0.037168380166790846	0.3118345931757945
Q0250	0.25583055459970633	0.025854406726791568	0.037168380166790846	0.1719169821437766
