	log2fc	p-adj
YEL020C	-0.096291225	0.012001961
RGC1	-0.121151535	0.163825032
KRI1	0.267399261	0.00033207
TIM22	-0.582972319	3.36e-05
TOD6	0.196414729	0.192030676
MET4	0.206631766	0.15010382
GDB1	0.827897474	2.79e-05
YAP3	-0.201394815	0.072021114
MAP1	-0.271607104	0.007377188
RHO1	-0.126625196	0.277411589
ILV3	-0.428131223	0.000498685
UBP12	0.146405738	0.144636153
SEC53	-0.098915461	0.095145396
ECM2	0.28383176	0.008339578
SRM1	0.046235082	0.694256613
MRPL13	-0.932907885	0.002059768
SGF11	0.054042012	0.765190182
POP7	-0.099507221	0.319036375
ARP7	0.16306828	0.009162695
ANP1	0.259043277	0.000140654
GCN20	-0.235662119	0.020303819
PRI2	0.348506395	0.002423283
TEM1	-0.176486547	0.445961436
FAU1	-0.348773444	0.129977219
RRN3	0.088583453	0.381047504
CBP2	-0.239482323	0.104854201
FBP26	0.110310245	0.090919805
AAC1	1.340437259	3.78e-05
ERG1	1.089010401	0.001305338
HIS6	-0.018572996	0.926463441
MRP20	-0.699962517	3.12e-05
PNP1	0.132950878	0.079438319
SEC16	-0.070412766	0.26714407
RPL22A	-0.139690151	0.177299986
PIS1	0.304072522	0.034847284
PEX28	0.702909693	0.000395062
GPG1	-0.262116971	0.01497176
DIP2	-0.049186079	0.311642723
YNL058C	-0.082091632	0.373233308
YOL073C	-0.03971087	0.6984518
RRP14	-0.133072658	0.583485764
KEX1	-0.035197788	0.562216894
BUD16	-0.04073527	0.906316136
GTT2	0.662192571	0.413578158
NTG2	0.103491328	0.681001089
MAD1	0.176222197	0.111491155
SOV1	-0.378123648	0.000683548
MET31	0.366057764	0.017636967
RPB11	0.17382272	0.067936278
MSB4	-0.139742833	0.086046284
PIL1	0.118019822	0.190865092
XDJ1	0.573438654	0.003890652
RGT1	-0.373101275	0.000960773
TAF3	0.141294666	0.000794447
HOS4	0.259533892	0.03211435
FCP1	-0.012158487	0.797587183
ORC6	0.100059351	0.239087326
ZTA1	0.844400567	0.008632579
ACN9	-0.075938858	0.803974552
YBL029C-A	-0.836387494	0.001410837
STB3	-0.082276734	0.333742457
TAX4	0.43208395	0.010701928
FOL2	0.03406353	0.333034725
PBA1	-0.165590276	0.341584596
MMR1	-0.447235772	0.000600738
JHD2	0.098736608	0.113792091
MOT1	0.207247237	0.010043615
ACO2	-0.29981201	0.019784834
MAK3	0.326828707	0.012751506
YDR248C	0.127275531	0.103729634
KNS1	-0.082051787	0.133355868
MRPS12	-1.539646735	3.53e-06
YKU70	0.127186581	0.327986546
SUR7	0.002194611	0.992876568
COS2	0.42139956	0.015645164
MBR1	-0.775503165	0.035101302
RAM1	0.204540683	0.015602537
AKL1	0.085165281	0.080565817
ATP20	-3.089300256	0.002307193
FAT1	-0.017382463	0.742252034
BAP2	-0.391081016	0.014391677
YKL033W-A	0.184188147	0.260932849
UGX2	-0.341913991	0.01800815
YPR153W	0.273474964	0.072701548
YEH2	-0.030821951	0.760043517
ITR2	0.456491304	0.005932727
YLR177W	0.491557758	0.000471913
ROK1	-0.034617143	0.505418465
RDL1	0.226491866	0.08941414
BFR2	0.080189216	0.64617013
COX17	-0.017119707	0.913062898
RTS2	0.194287105	0.026382265
MRH4	-1.152468739	5.54e-06
SWD1	0.281660757	0.000775573
RET1	0.023819463	0.736406744
CPS1	0.560488399	0.011763367
YTP1	-0.454559075	0.024072211
ESC8	0.064759006	0.168559822
RCY1	0.235790124	0.027725479
SRD1	0.331235998	0.087640231
SPF1	0.088464028	0.280479849
CHL1	0.018924511	0.933920138
UBP7	0.239584654	0.007580859
SAM3	-0.290662736	0.001140893
RAV1	0.214927226	0.009469554
RPP1B	-0.095306822	0.669477354
SLS1	-0.757982664	0.000371201
YDR056C	-0.162863567	0.451340496
NPR2	0.216086078	0.058557297
ARG1	0.113645727	0.237099967
GCD2	0.037574601	0.372008903
LAT1	-0.255287185	0.008705668
BUD32	0.21990188	0.00314404
TOA1	0.186283224	0.131469805
SWI6	0.179444366	0.015319457
NQM1	1.888217924	0.000294265
YKL027W	-0.006163609	0.894964097
MRPL16	-1.109508218	2.99e-06
SIP2	-0.055620276	0.246880605
PRE7	-0.122322078	0.394177475
NAM9	-1.044254836	3.07e-06
RRG9	-0.178756196	0.426689121
MPD2	0.30938794	0.001343331
TRM10	0.151491352	0.045872596
PCL8	0.055424702	0.503127797
RPL20A	-0.339505718	0.046809943
TPM2	-0.297660443	0.250435592
YGR021W	-0.797142636	4.06e-05
LIP2	-0.632480672	0.001865366
RKI1	-0.504043485	0.001903291
DID2	-0.072561211	0.226714838
SCM3	0.039338855	0.641786854
HAM1	-0.123246266	0.268969864
RBK1	-0.137833968	0.072359037
FCY1	0.098981586	0.251626963
INO4	0.008054487	0.935103307
UBP6	-0.11662494	0.067600816
YGR251W	0.175950024	0.07190418
MSN2	-0.379565271	0.000126704
SIN4	0.269582968	0.006965474
MGA2	0.157329687	0.074820974
SPC34	0.124320849	0.190337831
SSK2	0.135051235	0.016507152
MTC2	0.018940618	0.887215213
SCL1	-0.0148045	0.892431897
SPC3	0.24285188	0.080792416
HMI1	-0.598718807	0.000438662
RPB2	0.048517812	0.358833592
EMG1	-0.117376075	0.224267997
COQ3	-0.400958565	0.20028513
PTC5	-0.301771382	0.003025135
IPP1	-0.087193378	0.798406037
YKL105C	-0.016326991	0.836856018
MDM32	0.149122274	0.113982238
BIM1	0.115382315	0.015657885
HMO1	0.267573969	0.117793776
YDR444W	0.137891344	0.128272345
LAA1	-0.15997564	0.050187824
YOR223W	0.09792057	0.299331685
AIF1	0.475911154	9.83e-06
SPC98	0.420820499	0.090379196
OST3	0.47418528	0.03462335
HOF1	-0.151639477	0.027091955
SNG1	0.059687737	0.508367634
DAT1	0.120915352	0.068191249
ECM5	0.351152245	0.001623399
THG1	0.378824192	0.145813579
MSL1	0.30732247	0.040578337
NET1	0.081037125	0.290929638
UBP5	0.150957247	0.025882264
SNF3	-0.043200683	0.556432564
THP2	0.152630785	0.155720041
YDL057W	0.142769891	0.001600223
SMC3	0.109472156	0.025167603
TPK1	0.414578174	0.003327184
GCN4	-0.237628974	0.203510821
YLR460C	-1.194138362	0.008172816
UPF3	0.031117032	0.749408805
ERG13	-0.198521774	0.01725881
ATG21	0.132242042	0.399295625
AIM18	-0.320256215	0.035643505
IRC25	-0.151559834	0.403784819
SRP14	0.112693662	0.178375834
MRP2	-1.339492668	0.003033152
HOS1	0.357659649	0.001974592
NBP35	-0.419466761	0.268252373
RPL15A	-0.5777172	0.319946206
SPC97	0.266245342	0.000518291
CCT7	-0.203560686	0.003733922
BLM10	0.266363451	0.007280168
PER1	0.124012921	0.256084894
LPP1	-0.440891981	0.366017626
SSN3	-0.048215599	0.642193645
MPH1	0.261504963	0.001048456
SBP1	0.072433307	0.17707762
PPX1	-0.086769599	0.215783539
SAS5	0.229660951	0.0347335
TRM44	0.380146255	0.024380088
CDC123	-0.158764986	0.493935796
SEC66	0.28870658	0.018712197
NYV1	0.482861084	0.001012933
YLR407W	0.279965536	0.041143925
GNT1	0.389761096	0.000220426
RSC6	0.082305916	0.0699216
CTI6	-0.037859601	0.641486704
TOM20	0.012688448	0.872842384
YLR001C	0.219710253	0.066928825
NOG1	-0.079600671	0.220784408
RPH1	0.410523427	0.001609284
YIL001W	0.231213467	0.005980638
VCX1	0.336517568	0.028189628
ATS1	0.169686453	0.017419193
MTG1	-1.352435741	1.16e-05
ECM21	0.293028212	0.002969729
ATH1	0.713695237	2.21e-05
CAD1	0.415228336	0.029624042
RPL13A	-0.45861847	0.121156384
YGR210C	-0.239154723	0.115610501
SPC25	0.120300428	0.046606633
HST3	0.671233111	1.82e-06
CLA4	0.08010239	0.595139656
YTA6	0.013610688	0.848552389
YER079W	0.386567678	0.002349693
MST28	0.740170147	6.6e-06
PRI1	0.092911662	0.039304899
IMP4	-0.006349131	0.895205903
ARP2	-0.049939092	0.561031183
FIG4	0.188918002	0.03780562
SUV3	-0.692513075	0.00050432
ATP5	-1.782288173	2.7e-05
TIM18	-0.494695342	0.000131232
FCF1	-0.418077747	0.369155856
ATO3	2.902631613	0.00028026
MNR2	0.017050114	0.834533892
RPS18A	-0.308019622	0.039017013
IVY1	0.111623153	0.362187562
PEX12	0.280032439	0.094128475
CIR1	-0.549471324	0.003411788
PEP7	-0.003286343	0.93675112
YLR257W	-0.602349881	0.000476575
RTC3	0.101791852	0.382925297
ARV1	0.146926102	0.245416326
NDD1	-0.503622198	0.003866228
WHI2	0.016541965	0.705736289
DUG1	0.106193171	0.005553464
ASG1	0.283515713	0.001285097
URC2	0.275297516	0.004505084
SSH4	0.494033119	0.009082872
AHA1	0.094652733	0.497231025
TWF1	-0.132388337	0.143138772
DCN1	0.006179794	0.966263539
IZH3	1.324262961	0.001143684
OSW5	0.151163885	0.303632016
RMD1	0.017450001	0.780470401
LEU5	-1.408752829	4.77e-06
PKH2	0.252890907	0.002738008
MTR10	0.014919729	0.766802236
FAF1	0.197714632	0.120459531
ERB1	0.006601345	0.859252709
FCY2	0.37794171	0.058784642
NBP1	0.335266158	0.003101925
VAM3	0.015500469	0.822016839
PUS4	-0.099772489	0.147651775
MRK1	0.542463522	0.021826669
IDI1	0.023504925	0.823865394
SWC7	0.006574667	0.916051745
GCD7	-0.110797715	0.092944359
HIR1	0.117353649	0.200449124
SFB2	-0.086416557	0.044766599
ERP2	0.085663439	0.17019597
NUP100	0.369097925	0.004999324
OCH1	-0.228733714	0.00787532
SNC2	0.387081538	0.021792914
YKL075C	0.161017395	0.073244646
APA2	-0.094702318	0.162109939
MRP17	-1.038525239	4.23e-06
RPP1	0.054135907	0.032606076
SEC12	0.354434145	0.012039433
LAP3	0.518727004	0.000346109
OST2	0.116715618	0.034251195
RSA4	0.135046025	0.092589415
RPT4	-0.043200725	0.608317561
YDR239C	0.134308841	0.09192607
MBA1	-0.855859334	0.001644152
UBC13	0.15049505	0.335648861
FUN30	-0.021231734	0.711582768
CRT10	0.15308829	0.014717607
PRM9	0.301277039	0.006385233
DUT1	0.141257889	0.104436454
CTH1	-0.257966235	0.183264104
MUD2	0.09968816	0.188399467
RDS2	0.002380371	0.959852112
NUP159	0.005098104	0.935483015
RAD61	0.179692508	0.018398129
RTC6	-1.076199793	0.170277284
MED2	0.158432535	0.158170806
COG7	0.034234157	0.640525498
MCM7	0.101026537	0.106933988
PEX4	0.336282446	0.019547143
QCR10	-3.172208253	1.13e-05
RIF1	0.173113535	0.003375377
ARP9	0.037290536	0.680396332
MLP2	0.240281493	0.004633018
CPA1	0.952664574	0.009763113
ILV2	-0.589426527	0.002012807
RPS10B	-0.649516075	0.239691549
YDR341C	-0.134922157	0.000375312
SLD3	0.697743311	0.031307123
RPP2A	-0.34592578	0.446305933
YEL043W	0.189576477	0.079341494
ALO1	-0.075176504	0.45010192
YIL161W	0.086794915	0.39215544
ADH2	1.621291728	1.41e-07
STB4	0.033971816	0.788426846
PUF3	-0.131281322	0.007769436
CKA2	0.007158501	0.883186729
ZUO1	0.097242502	0.183016114
ATP2	-1.301170159	0.006980745
UFE1	0.116874108	0.135679084
NAB6	-0.255409974	0.008811372
BDH2	0.612670056	0.107363809
PEX34	0.42571354	3.83e-05
NDI1	-1.507653272	0.000263922
SLM3	-0.642127261	0.000377787
VAM7	0.13655202	0.033601838
YOR131C	0.080140725	0.187268962
GLY1	-0.301763117	0.000977935
HIT1	0.245449557	0.040451561
GPD1	-0.401611767	0.030088375
CDH1	0.027122219	0.848027742
ISW2	0.277742426	0.005843218
SLX5	0.026431629	0.534750679
LCD1	0.379973492	0.007680092
RPS20	-0.539397778	0.330594675
NRG1	0.070719391	0.501470997
MDM38	0.073080287	0.078562354
DBP5	-0.069909276	0.242546662
YIL156W-B	-0.088946468	0.856983614
COX13	-3.120406049	9.36e-10
RPS5	-0.322312846	0.298514812
ZIM17	-0.173992515	0.370307829
YBR242W	-0.186452119	0.000613569
PTC3	-0.092101944	0.602021593
RPN3	0.027229554	0.110900098
SNF11	0.058792232	0.564837358
RIB3	0.138890497	0.243357721
LIF1	0.399558867	0.011980594
VPS41	0.210524834	0.001736899
FPK1	0.003373235	0.975646531
ADY2	0.0	0.014264362
YGR093W	0.055137863	0.323199869
RPS24A	-0.372989097	0.072557219
NAT2	-0.253019356	0.02277705
ETP1	-0.203648059	0.019191406
AIM11	-0.707080769	2.29e-06
SPO71	-0.102784774	0.437346795
ABD1	0.029403113	0.0389515
BRE2	0.253135079	5.1e-06
OLA1	-0.230931939	0.022187676
AFT1	0.360019289	0.000307668
HAP1	0.74746787	0.000123112
RAD16	-0.033813684	0.594149996
YGL108C	0.043002124	0.825321817
ADE6	0.092773082	0.05793585
TAF4	0.038907168	0.508754418
MPA43	-0.240487146	0.008766926
YMR086W	0.00103318	0.967646083
MSP1	-0.211853341	0.005817149
SPT14	0.192347098	0.188463612
SNU114	0.193965062	0.002103469
MMP1	0.76839665	5.13e-07
FPS1	0.319980773	0.024879292
PYK2	0.753899305	6.55e-07
HSP104	0.111614073	0.11218603
FOL1	0.144731335	0.012570968
SLN1	0.171697165	0.050452854
PHO80	0.311319844	0.022012787
CSM3	-0.136924049	0.271806655
KAP122	0.042917439	0.736954823
AST2	0.11543787	0.029784476
VPS71	0.061600011	0.457039405
NUP60	-0.028200579	0.8118177
OCA4	0.277697859	0.019007191
YER134C	-0.205705669	0.057011949
PTA1	0.048528753	0.361615812
JID1	-0.984755913	0.005243189
COA1	0.005496017	0.951553008
MAE1	1.572521046	0.001638704
GSM1	-1.521128491	0.002160689
HMLALPHA2	1.367560421	6.91e-06
UTR4	0.372539411	0.017874729
YCG1	0.08700894	0.429497598
TDA1	0.85320841	0.000338272
KAP120	0.29698092	0.001614706
MF(ALPHA)1	5.117925086	0.001382574
MHP1	-0.025439034	0.387630828
NTF2	-0.081893046	0.756295473
ARE1	0.583743552	0.000682047
OMA1	-0.255751662	0.002129003
PPM2	0.296714318	0.015095518
PPG1	-0.155253107	0.351754644
RIT1	-0.101154139	0.131820133
SEC20	0.350879713	0.000104799
RAS2	0.574464701	0.000232236
YKL069W	0.223118728	0.601077516
ROT2	0.169908313	0.108478361
SLY1	-0.021295862	0.735753548
LRE1	0.025697448	0.46068611
ABF1	0.31471772	0.025629909
PNO1	-0.140908016	0.210018496
SLU7	-0.038459806	0.633553868
RPN2	-0.017976614	0.520946018
RAX2	0.524430216	0.001501767
PRR1	-0.096129991	0.632014359
BUD17	0.496163832	0.003097076
RSM22	-1.033969586	0.000113829
ARA2	0.744333218	8.41e-06
CUE5	0.07271175	0.401419422
RTF1	0.018733122	0.541056888
HFA1	-0.373819145	0.000880507
GAS1	-0.204275302	0.053162099
PFY1	0.189912815	0.007485275
TIM23	-0.16777055	0.250859313
DBP7	0.0923643	0.219216547
APM4	-0.012292621	0.639731738
SEN1	-0.023152444	0.556967924
TRS33	0.167249112	0.0307621
MRP51	-1.393998485	5.73e-07
NAM7	0.087282596	0.162454493
SWA2	-0.02067942	0.7520967
VPS21	0.323041893	0.001535293
HST1	-0.138795239	0.222334921
FDC1	0.592873641	0.007085907
TFS1	0.625069739	0.010063891
RRN7	0.30763269	0.000105549
CHC1	0.064999124	0.260791961
POL2	-0.034993671	0.370009486
UBP15	0.388261336	0.000216226
FOB1	0.310365059	0.042564615
SDH1	-2.128803615	2.1e-08
SAC7	0.2695907	0.001841201
MRH1	-1.248921103	0.00022401
RAD51	0.137815114	0.478203656
YPR117W	-0.74022541	1.6e-05
HXT6	-0.572300996	0.078166491
XPT1	-0.164006241	0.523993908
IMD3	-0.494753534	0.061296977
MGR1	-0.158560348	0.011189769
HOM3	0.05430068	0.439280044
YLL054C	-0.092146186	0.183613204
NUC1	-0.629209199	1.77e-06
YLR455W	-0.035067145	0.713475037
IMH1	0.103417227	0.026077711
YJL016W	-0.357326783	0.005308621
RPC82	-0.175582236	0.024921781
YCR016W	0.054725888	0.488369183
MDM1	0.342114012	0.015834348
PUP3	0.041956286	0.83357779
RPL31B	-0.049509447	0.517177018
TIF2	-0.205214487	0.206003497
LYS9	-0.260536462	0.036629673
RAD2	0.072959022	0.277013217
ITR1	0.468891599	0.003574389
LYS12	0.16708858	0.055495138
RNH1	-0.036894185	0.626698019
PPT1	-0.19934476	0.121347976
YMR210W	-0.627439407	5.09e-05
ALG11	0.027821422	0.728870736
VMA2	-0.188262391	0.219664481
ECM9	0.176788501	0.002950318
MCR1	-0.463679351	0.034999056
GIC2	-0.873673543	0.000741588
HNM1	-0.97247985	3.16e-05
CDC25	0.038466514	0.656075902
ENT5	-0.136521926	0.109253257
PKH3	0.14055637	0.071335873
UTP30	-0.005283033	0.973739264
RAV2	0.196026889	0.016705096
RIM13	0.317037947	0.012141561
RLI1	-0.240546244	0.045986334
TIM10	-0.449269497	0.050016035
YNL010W	-0.073028433	0.510961582
COX11	-0.279760965	0.017390584
PRE6	-0.000419653	0.997950762
IES6	0.149746158	0.085252971
CBS1	-0.01169423	0.692705606
YPL247C	-0.021002564	0.62594433
HFI1	0.294592089	0.004354793
DED81	-0.283174223	0.021644062
LIA1	-0.070988539	0.574208455
PCK1	0.570560312	0.071983215
RPL18B	-0.348394414	0.017042948
DEP1	0.162014928	0.014756978
HSC82	-0.016486538	0.923681059
UFO1	-0.01471997	0.870107664
PRE9	-0.08015605	0.4905669
IFA38	0.080428258	0.397345025
MAL12	0.997431024	4.29e-05
SHE4	0.220883321	0.010671146
UBX7	-0.03276631	0.820607647
MAS2	-0.491929016	0.001290133
IOC4	0.224852378	0.002022035
MSS4	-0.021280597	0.725877505
VIP1	-0.048954786	0.188046655
TRM112	-0.0757991	0.842696317
SWD3	0.106899727	0.090729088
LDH1	0.137954039	0.489809824
OSH3	0.155152982	0.031651418
POP2	0.050979737	0.04081473
SLH1	0.041161662	0.249094498
HMX1	0.245529507	0.060777587
MRPL40	-0.936284135	0.000287082
CCT4	-0.195966792	0.032901338
MTR2	-0.003771817	0.971337973
MYO5	0.043575984	0.619351149
ARP8	0.177590332	0.019372135
STM1	-0.299741829	0.362319859
MDJ1	0.027417964	0.774410576
YMR160W	0.24535223	0.013973045
BBC1	-0.141370645	0.111055699
MTR4	0.065605055	0.195431363
ERG3	0.429232424	0.024115418
TOA2	0.188536795	0.028687323
MRP49	-0.352578747	0.005655624
PMA1	-0.594868292	0.004022887
RRP46	-0.046829807	0.784997812
CHS5	-0.04547132	0.415235094
NIP1	-0.131280259	0.077774273
GPA1	-0.074972017	0.103257003
TEA1	0.251771097	0.093470447
BCK2	-0.282427998	0.240383982
WWM1	0.246035729	0.016487843
ARG3	0.644745251	0.042375184
FLX1	-0.076009347	0.86595245
HEM3	-0.730399415	0.001712413
TAF1	0.063072448	0.37378549
ATP16	-0.396361239	0.006645331
TUF1	-0.67437772	0.0016029
YFR006W	0.257705757	0.009739763
NCS6	0.045073662	0.761931843
RBA50	0.140615351	0.038278152
RCK2	-0.226946813	0.012615301
DIA2	0.166994186	0.107622471
TPS3	0.050012245	0.548268229
SMD2	0.008028873	0.919445899
PUS7	0.054358586	0.458253051
CDC26	-0.00150748	0.985948096
CIT1	-1.45633146	0.040933443
YMR31	-1.271817228	0.001664066
SKN7	0.097949969	0.189402258
ROM1	0.374458803	0.008519605
PSR1	0.228672254	0.007446649
CUP9	-0.478192971	0.001188869
PKP1	-1.004762362	0.006039696
ULP1	0.221872639	2.97e-05
MET30	0.197883497	0.000850485
FBA1	0.347697298	0.033201477
LEU3	0.384741166	0.001347438
YRB1	0.171250612	0.118500947
RTS3	2.44310334	0.000174158
STT4	0.192128321	0.007293045
FHL1	0.202855859	0.047363799
FUI1	0.110146479	0.43823792
IRC19	-1.800288048	4.98e-08
PTR3	-0.194299569	0.188250245
RBL2	-0.11230366	0.407798391
CPA2	0.938016928	9.56e-06
ELP3	-0.03099104	0.579457598
CDC12	-0.225924986	0.022683491
BNA1	0.286299059	0.075432719
SAR1	0.1843708	0.012272034
YPR114W	0.452653527	0.000155775
YGR111W	-0.009541076	0.897649564
RMR1	0.22089706	0.284941896
CET1	0.146724601	0.009204255
ADR1	-1.334056772	2.73e-05
RHO3	-0.099222896	0.266640387
RPS17B	-0.406107885	0.136593488
JHD1	0.073150805	0.045818523
RFC3	-0.079921305	0.257089458
DAL81	0.25759343	0.036188814
YLR243W	0.17530328	0.098549467
IRC3	-0.298765519	0.063747109
IQG1	-0.197436672	0.376887006
RPC31	-0.232570073	0.010558101
HPA3	0.027930113	0.641974802
PPT2	-0.633911062	0.017093031
EXO84	0.086230585	0.464126342
ALG13	0.109184779	0.192498553
DNF2	-0.017016016	0.636621003
RSM25	-0.672319743	0.000496516
SMD3	0.050943219	0.682594671
YAT1	0.477700802	0.019948984
ARO7	-0.267920853	0.010467668
ACS1	4.199229428	0.000113114
YGR237C	-0.009879532	0.891067146
HIF1	-0.013068261	0.962613629
SCC4	0.246973001	0.010171816
YHR177W	0.300273424	0.074722988
GIS3	-0.013917978	0.833122007
TMS1	-0.067075813	0.475442563
WTM2	0.241687501	0.160809004
KIN28	0.02531522	0.584442383
YPR089W	0.126662105	0.073666816
TFA1	0.120438813	0.302903238
GPB2	0.123183877	0.061625518
EAP1	0.156258988	0.169331521
GPR1	0.11465813	0.069467605
CPR8	-0.662705929	1.91e-05
BUR2	0.193968954	0.012842032
CRH1	-0.119837378	0.387387042
NSE4	0.332221658	0.040635454
UBC12	-0.051136273	0.311886877
SFH5	0.146687641	0.060611292
ECM33	-0.402108675	0.042985197
SNT1	0.220889407	0.019649368
PHO90	0.428232528	0.002915971
GSY1	0.276209396	0.009823381
PPQ1	-0.609591724	0.003448109
HHO1	-0.089721892	0.183078533
CAM1	0.01247628	0.905384241
RAD17	0.287147584	0.009517064
NAP1	-0.106286813	0.280118954
SYH1	0.215492826	0.07558185
YGR015C	0.072341715	0.648996269
NPP1	0.256732735	0.00092948
TDH2	0.700981937	0.001813656
DCR2	0.048087165	0.567392821
HOS2	0.126096731	0.375072554
GAS3	0.10142255	0.052555942
CMS1	0.250789982	0.101273024
GIM3	-0.0754322	0.617505134
PET309	-1.066121517	1.1e-05
PRY2	1.117544949	0.295736771
IBD2	0.238926132	0.297068481
HUT1	0.275131463	0.020712979
AKR2	0.423018694	0.001249936
YHR162W	3.688170893	0.000694694
YFL013W-A	-0.39140606	0.00093112
APM2	0.710256807	7.49e-06
YJL185C	0.788287577	7.98e-05
YMR134W	0.109871809	0.193751927
NUP192	0.065868393	0.100671376
GCV1	-0.350918302	0.003384296
PPN1	0.285733155	0.01556356
LCB3	0.263106024	0.355045648
BUD31	0.394005281	0.022843594
PGI1	0.303221725	0.084813715
OPI1	-0.168356467	0.14937565
COX18	-0.623715716	0.026212894
NAT5	-0.575129301	0.003708869
CDC48	-0.001089536	0.984714721
YDL012C	-0.027023794	0.736738307
YGR079W	0.546706813	0.063784403
CAB4	0.084969699	0.504851737
TFB3	-0.155946472	0.059719209
ETT1	0.213817554	0.003875376
HSL1	-0.234583082	0.048445158
SPT7	0.119692655	0.046379493
DIC1	2.145028459	5.95e-06
PKR1	0.239289555	0.392439608
AGC1	-1.082969362	1.23e-06
RAD4	0.21038287	0.070201341
PUB1	-0.141813	0.143603053
NVJ1	-0.071353316	0.235563069
MET18	0.012891545	0.860226702
TIM44	-0.2181282	0.071024931
YMR099C	0.011223575	0.843939506
SKI2	-0.015464103	0.775208469
BET4	0.117508496	0.01674652
PIM1	-0.188850671	0.008472221
REP1	0.334562895	0.046414812
YPR091C	0.21454934	0.00059934
NAF1	0.125467784	0.260049926
KCS1	0.110783188	0.021235963
HHF1	-0.004715215	0.981619305
INO80	0.07185245	0.40281456
NUS1	0.077934349	0.452595494
RNQ1	-0.010452871	0.936547954
STB5	0.303053134	0.024681172
SRP40	-0.158549371	0.081228248
RPL26B	-0.483731603	0.185691152
