Gene	SRR6205766
ETS1-1	1.1232417412160656
ETS2-1	0.47855923799327377
HRA1	0.07060684038447437
ICR1	1.0613439110139637
IRT1	0.581490737778039
ITS1-1	0.8168595654340451
ITS2-1	0.7436679675413722
LSR1	1.3787145482228738
NME1	0.9620965842295862
PWR1	0.681317910558581
Q0010	0.07060684038447437
Q0017	0.07060684038447437
Q0020	0.7394882846151295
Q0032	0.07060684038447437
Q0045	0.9814327806967014
Q0050	0.07060684038447437
Q0055	0.07060684038447437
Q0060	0.07060684038447437
Q0065	0.6330048461543683
Q0070	0.07060684038447437
Q0075	0.7955241314384575
Q0080	0.07060684038447437
Q0085	0.3242061494563272
Q0092	0.07060684038447437
Q0105	0.36032544767482366
Q0110	0.07060684038447437
Q0115	0.07060684038447437
Q0120	0.07060684038447437
Q0130	1.0327998057660936
Q0140	0.4364767819601296
Q0142	0.07060684038447437
Q0143	0.07060684038447437
Q0144	0.07060684038447437
Q0158	3.1010625008546304
Q0160	0.8460665654452435
Q0182	0.07060684038447437
Q0250	0.37806364573827894
Q0255	0.07060684038447437
Q0275	0.37423339339430106
Q0285	0.07060684038447437
Q0297	0.5080717561627147
RDN18-1	8.723349230426791
RDN25-1	10.199541120598747
RDN37-1	1.0781367625559426
RDN5-1	0.7617928841902897
RDN5-2	0.4261388880847253
RDN58-1	0.07060684038447437
RME2	0.7518197063446945
RME3	0.7900275276623189
RNA170	0.633498935428027
RPR1	0.6735613781581412
RUF20	0.7744499811378334
RUF21	0.7693347707752959
RUF22	0.07060684038447437
RUF23	0.4392560274974995
RUF5-1	1.3469154857932417
SCR1	1.0175199684327345
SRG1	1.0236266344324487
YAL001C	1.2924757624927783
YAL002W	1.6070508196068085
YAL003W	4.5383522446920495
YAL004W	0.7753720462014426
YAL005C	9.074166953787508
YAL007C	1.873870147159618
YAL008W	2.28919909597964
YAL009W	1.2260827950718258
YAL010C	1.194574472462449
YAL011W	0.9376233609444846
YAL012W	4.492107475901829
YAL013W	1.0763288059359892
YAL014C	1.2426470476518259
YAL015C	1.0462026339479127
YAL016C-A	0.567044210286691
YAL016C-B	0.07060684038447437
YAL016W	2.5077083713576807
YAL017W	2.1227317660179015
YAL018C	0.07060684038447437
YAL019W	1.062932326650484
YAL019W-A	0.5196139159186952
YAL020C	0.8689935658125737
YAL021C	1.39160293754931
YAL022C	1.4612825034216699
YAL023C	3.2882701276883326
YAL024C	0.8773585071787429
YAL025C	0.8086606557779243
YAL026C	1.743370541958786
YAL026C-A	0.822218783684916
YAL027W	0.8410643315307594
YAL028W	1.4135722245116125
YAL029C	1.6402957118688681
YAL030W	1.5476580732993703
YAL031C	1.2677085164923971
YAL031W-A	0.410186117658609
YAL032C	0.92876701345025
YAL033W	0.8653875869893902
YAL034C	2.2115368076556727
YAL034C-B	0.269799872878217
YAL034W-A	0.7320695813745287
YAL035W	2.240774278347034
YAL036C	0.9945909051204871
YAL037C-A	0.4021830963697706
YAL037C-B	2.652832508592417
YAL037W	0.7578489448693062
YAL038W	9.819641498961985
YAL039C	1.2217037886609887
YAL040C	1.7050077294926447
YAL041W	1.4257692826677177
YAL042C-A	0.7793018810467888
YAL042W	2.190921452500358
YAL043C	1.3379209429642422
YAL044C	1.3349899647203936
YAL044W-A	1.0651378086734795
YAL045C	0.28926665815015795
YAL046C	0.886334230521274
YAL047C	0.8683377952381734
YAL047W-A	0.2797860024308806
YAL048C	1.004333005373972
YAL049C	1.2351898182951724
YAL051W	1.419052799067789
YAL053W	2.314148629464103
YAL054C	2.468641063608035
YAL055W	0.89800651582489
YAL056C-A	0.07060684038447437
YAL056W	1.6361432233102766
YAL058W	1.1398677607401333
YAL059C-A	0.4512557923835181
YAL059W	0.9061681053370063
YAL060W	3.7230152890670514
YAL061W	2.8204149754033576
YAL062W	1.115666018097218
YAL063C	7.600756038901974
YAL063C-A	0.48274040919582434
YAL064C-A	0.07060684038447437
YAL064W	0.51703037565539
YAL064W-B	0.7225417736223748
YAL065C	0.722895382901105
YAL066W	0.22542244282961965
YAL067C	0.6136627446315588
YAL067W-A	0.6584399533770591
YAL068C	0.36381034393528616
YAL068W-A	0.07060684038447437
YAL069W	0.41884760485157513
YAR002C-A	2.437978540181021
YAR002W	1.3037080375510126
YAR003W	1.0948871690288964
YAR007C	1.3961145248755034
YAR008W	0.8096674726485124
YAR014C	1.2589623189732584
YAR015W	1.5297609958201808
YAR018C	0.8475495401311928
YAR019C	1.2573072181098683
YAR019W-A	0.2073578414190967
YAR020C	0.6755341155140033
YAR023C	0.832491997379693
YAR027W	0.20464491362446646
YAR028W	0.7947300139669613
YAR029W	0.6990623088920915
YAR030C	0.6100587337237078
YAR031W	0.07060684038447437
YAR033W	0.07060684038447437
YAR035C-A	0.07060684038447437
YAR035W	0.6798872843417263
YAR042W	1.3690324522803363
YAR047C	0.8951537752034987
YAR050W	1.8310080596321159
YAR053W	0.07060684038447437
YAR060C	0.2091087093699222
YAR064W	0.07060684038447437
YAR066W	0.07060684038447437
YAR068W	0.5240515001488368
YAR069C	0.269799872878217
YAR070C	0.07060684038447437
YAR071W	1.033636224741183
YAR073W	0.07060684038447437
YAR075W	0.07060684038447437
YBL001C	3.0767255307004113
YBL002W	4.322913157280041
YBL003C	3.28538011547977
YBL004W	1.4592999937587359
YBL005W	1.4157891025017757
YBL006C	1.2563396650688226
YBL006W-A	0.20589529627508812
YBL007C	3.016132248958484
YBL008W	1.2645076695463915
YBL008W-A	0.07060684038447437
YBL009W	0.9887917887217891
YBL010C	0.9483270984429537
YBL011W	3.253377932457782
YBL012C	0.5685180611458917
YBL013W	0.8513296959887352
YBL014C	1.4181790240910255
YBL015W	6.310389900947978
YBL016W	0.6781648483033897
YBL017C	3.4396204990464385
YBL018C	0.8704142608547896
YBL019W	1.3534346186898145
YBL020W	1.9428344522868648
YBL021C	0.9724310915193812
YBL022C	4.184641138425221
YBL023C	1.4756546747980708
YBL024W	1.794897488649616
YBL025W	0.8771023698167957
YBL026W	1.3024132409882963
YBL027W	5.260201127514564
YBL028C	0.8425854849885681
YBL029C-A	1.2914944437988118
YBL029W	2.1881584920019304
YBL030C	4.815903509084704
YBL031W	0.9229124758316769
YBL032W	2.110463603903008
YBL033C	1.9096837924025203
YBL034C	1.3027691159001593
