Gene	SRR3126113	SRR3126114	SRR3126115	SRR3126116	SRR3126117	SRR3126118	SRR3126119	SRR3126120	SRR3126121	SRR3126122
ETS1-1	2.7585193478316645	3.9831910157703607	6.6024098147851795	4.84921459427559	6.975077408278061	3.545479846767088	6.741414169621715	5.317442405254187	5.556550225929781	3.6284393286354883
ETS2-1	0.3102562433778181	0.3594340560827053	0.3457684093766114	0.4909072547181514	0.47101792816511767	0.46797310730781577	0.34275916363942877	0.3002250076061868	-0.0046784974581438495	0.1706297211112302
HRA1	0.5877742088289648	0.629800363206072	0.5479612307343303	0.5288813184652335	0.643592919918347	0.5736145220283697	0.5249623660451517	0.6183655625168172	0.5161275015938369	0.4546950173921709
ICR1	0.8327683486128787	0.8472362565758081	0.9395466073822123	0.8689935658125737	0.9677754883147569	0.9430187364845034	0.9305462478281223	0.934316679094194	0.9839977611555729	0.8882622023203187
IRT1	0.956941045007058	0.9156492135934993	0.9111999269855091	0.8786531153238124	1.1591032195683235	1.0506206904170519	1.0129869973601566	0.9673427926724056	1.0567924684915244	1.0640632476571275
ITS1-1	0.7480207626498231	1.3700577324848782	2.552184686978242	1.5887847389256267	2.6325133510976406	1.6448702755279525	2.426656796437305	1.936438169227938	1.353662263367985	1.182424179937643
ITS2-1	1.1103122698930903	1.97258917876922	3.7122216593105737	2.554144860755758	3.104228067703967	1.8506256046287892	3.595453442470373	3.2945497154551835	2.4639452042185823	1.6520974455472406
LSR1	0.6899184023271838	1.5795501471616988	1.1423274349147043	0.8854780728393037	1.1524171730146837	0.861848670251153	1.1024437860179093	0.8918577550080478	1.1079435084385834	0.919700102856168
NME1	0.45790906003266685	0.6596452808897406	0.7983323225574993	0.7115099871053032	0.6888152884433402	0.6002351120894922	0.7673485449037742	0.707369690742344	0.8280128102209814	0.7099857531263232
PWR1	0.004790794407614947	0.011554380489136876	0.47130795351814453	0.38294661843166744	0.5003363417104669	-0.00674250233743399	0.49177256808899317	-0.010331425529250102	0.4719676881004735	0.1814311583358369
