Gene	SRR7276661	SRR7276662	SRR7276663	SRR7276664
ETS1-1	1.5531628087380553	1.1567894152982907	2.3290883439127854	1.0295505137608776
ETS2-1	0.6199512487744979	0.517308718452646	0.7077164784066974	0.5751585640445531
HRA1	0.27688854493044196	0.29439924570638293	0.41481650097483846	0.27279799624981266
ICR1	0.9387277860972091	0.9967558638356686	0.9422506509328914	1.0197947116856545
IRT1	1.0216393944993665	0.8747525941770091	2.0031792404932505	1.166492305775139
ITS1-1	0.929686486637006	0.8773585071787429	1.5089370723758873	0.8521196635896048
ITS2-1	0.8101424438522529	0.8286326204786922	0.8948929347515546	0.7986315564105952
LSR1	0.8587677141755604	0.7903932658762556	0.9236220570059148	0.8238503089051317
NME1	0.631319351283296	0.5080717561627147	0.5867755385109489	0.5526506031785952
PWR1	0.0957797212562923	0.4392560274974995	0.3051693865548923	0.3882463179184704
Q0010	0.0957797212562923	0.07355041870312248	0.05392856524056319	0.053041789106635054
Q0017	0.0957797212562923	0.07355041870312248	0.05392856524056319	0.053041789106635054
Q0020	0.8071320792096344	0.7947300139669613	0.7973278223832956	0.7561655349262256
Q0032	0.0957797212562923	0.07355041870312248	0.05392856524056319	0.053041789106635054
Q0045	0.670010202344146	0.6476309026139548	0.6704942472050175	0.5993340729502326
Q0050	0.6611245480453573	0.7015817725170177	0.6542801666514044	0.6785540680827926
Q0055	0.5726735941565295	0.6947610091722789	0.6408197130769728	0.6525846337289598
Q0060	0.0957797212562923	0.07355041870312248	0.17356206079677466	0.3922958438433781
Q0065	0.5552584384304364	0.5315816374076917	0.46417071816038585	0.5027696719146055
Q0070	0.0957797212562923	0.07355041870312248	0.24105053985819402	0.24105053985819402
Q0075	0.36381034393528616	0.07355041870312248	0.1752700346046912	0.2868786355773035
Q0080	0.0957797212562923	0.07355041870312248	0.05392856524056319	0.053041789106635054
Q0085	0.4425014606982791	0.28018817801421986	0.3059828599676143	0.22501258882398179
Q0092	0.0957797212562923	0.07355041870312248	0.05392856524056319	0.053041789106635054
Q0105	0.631883458665481	0.5780263232231971	0.631883458665481	0.6027686139158706
Q0110	0.0957797212562923	0.4560169715159633	0.23135405751180582	0.3250119806994465
Q0115	0.0957797212562923	0.07355041870312248	0.05392856524056319	0.053041789106635054
Q0120	0.49659102783575887	0.07355041870312248	0.29013736778844246	0.48314195760900575
Q0130	0.0957797212562923	0.4947753174049054	0.39597379959843887	0.4563580960092285
Q0140	0.5658624365010498	0.6468313922221081	0.24543671657737567	0.2842772001947699
Q0142	0.0957797212562923	0.07355041870312248	0.05392856524056319	0.053041789106635054
Q0143	0.7711101213283064	0.7391126700983338	0.6973818052401605	0.7094338476443913
Q0144	0.0957797212562923	0.07355041870312248	0.05392856524056319	0.053041789106635054
Q0158	0.8723916506667486	0.9123594586163369	0.9037437787691492	0.8443401581218037
Q0160	0.5033556828577597	0.5582548225107149	0.29865439759317475	0.4626138975914746
Q0182	0.0957797212562923	0.07355041870312248	0.05392856524056319	0.19780123547434766
Q0250	0.3936960310382049	0.49777900713456935	0.45393492735857865	0.3586259894623447
Q0255	0.5697006822269474	0.5474168800285554	0.46477009632643895	0.4418698184192296
Q0275	0.26580658298499094	0.549602195003667	0.48992384161471686	0.5648021994459289
Q0285	0.3966468050986687	0.27776229686666665	0.05392856524056319	0.2810066299516078
Q0297	0.0957797212562923	0.07355041870312248	0.05392856524056319	0.053041789106635054
RDN18-1	9.094002106928592	8.753257547097324	10.280278690157264	8.504373212476374
RDN25-1	10.171459498227641	9.76669227681463	10.844656263224461	9.812777547282774
RDN37-1	0.7363840960855123	0.6078507154558266	0.7689786243077263	0.6447420160585566
RDN5-1	0.7649186064997073	0.953744132319601	0.755529745016853	0.7924598507959895
RDN5-2	0.822218783684916	0.8704142608547896	0.7939611966703408	0.7799215184639495
RDN58-1	0.962559612363243	0.9136207321829626	1.2158912996647506	0.8868706740841312
RME2	1.617181751665188	1.8206787003359057	1.8841681802870607	1.8747894065030453
RME3	0.8172787464492939	0.8199479288392396	0.8044481977040198	0.8407234419671257
RNA170	0.0957797212562923	0.32157717985386	0.5474168800285554	0.4267726361660512
RPR1	0.6739944865519218	0.5167122529695116	0.6362246869927217	0.5397018892973792
RUF20	0.7427275818119887	0.7564761087752322	0.6996539401835988	0.7159478669780688
RUF21	1.1979786530147614	0.977052512936208	0.9661065719466586	0.8909102745032768
RUF22	0.0957797212562923	0.07355041870312248	0.20636348357965117	0.053041789106635054
RUF23	0.5149150458919545	0.23563245758463844	0.5117030417349546	0.24847954098274316
