Gene	SRR354085	SRR354086	SRR354087	SRR354088	SRR354089	SRR354090	SRR354091	SRR354092	SRR354093	SRR354094	SRR354095	SRR354096	SRR354097	SRR354098	SRR354099	SRR354100	SRR354101	SRR354102	SRR354103	SRR354104	SRR354105	SRR354106
ETS1-1	11.237759902083965	11.237759902083965	11.237759902083965	11.237759902083965	11.237759902083965	11.237759902083965	11.237759902083965	10.574262456909707	10.574262456909707	10.552899691671737	10.844656263224461	10.912307204971501	10.844656263224461	10.844656263224461	10.912307204971501	10.912307204971501	10.912307204971501	10.81015640473891	10.171459498227641	9.959292194791908	9.805057292625115	11.00159888932874
ETS2-1	6.244440612975547	4.664513210101679	5.992552359091455	4.404128834007619	4.412980926090814	5.303056742831767	6.92429676063609	2.537040873038848	2.24468649184619	2.7806199396813334	3.2730059497751274	6.060283028770828	2.743210809088459	5.651358697031413	3.0649354641836752	2.5995855040212126	2.806146527904198	4.321765001869835	3.13293986167627	2.5467319873877137	2.29874382891593	9.812777547282774
HRA1	0.9141275818607243	0.843812773529611	0.7993577334739231	1.3705138363826972	0.6881088017278689	0.8329165952702335	0.7859255125399847	0.7292167860637189	0.7470927869464208	0.7535988735485799	1.013873904293828	1.0110887800510513	1.1209427665228457	1.0648427919449888	0.9684388756950172	1.0143954244660451	1.024215257993692	1.1118025588171585	0.7786976884204939	0.8101424438522529	0.8622868714962431	0.8295213613276788
ICR1	0.9141275818607243	1.313506629322353	1.2966299277223197	1.3179745288889648	1.1784964279476398	1.3001649222079739	1.3521271681535545	0.7292167860637189	0.7470927869464208	0.7535988735485799	1.013873904293828	1.0110887800510513	1.1209427665228457	1.0648427919449888	0.9684388756950172	1.0143954244660451	1.024215257993692	1.1118025588171585	0.7786976884204939	0.8101424438522529	1.3332888640237497	1.5073720140127906
IRT1	1.5390825258901717	1.31822267386797	1.3842354329280906	1.3032615397932403	1.1759244237599462	1.2841295244836919	1.2387497879179086	0.7292167860637189	1.3917914297836647	1.3024132409882963	1.013873904293828	1.0110887800510513	1.1209427665228457	1.0648427919449888	0.9684388756950172	1.0143954244660451	1.024215257993692	1.1118025588171585	0.7786976884204939	1.355656294821308	0.8622868714962431	0.8295213613276788
ITS1-1	10.912307204971501	10.912307204971501	10.912307204971501	10.912307204971501	10.912307204971501	10.912307204971501	11.00159888932874	10.380967930368602	10.522352049194033	10.280278690157264	11.00159888932874	11.00159888932874	10.641639102468298	11.00159888932874	10.81015640473891	11.00159888932874	11.00159888932874	10.641639102468298	10.464779104646581	10.574262456909707	10.81015640473891	11.237759902083965
ITS2-1	10.844656263224461	10.844656263224461	10.844656263224461	10.844656263224461	10.844656263224461	10.844656263224461	10.844656263224461	10.81015640473891	10.81015640473891	10.81015640473891	10.641639102468298	10.81015640473891	10.552899691671737	10.641639102468298	10.641639102468298	10.641639102468298	10.641639102468298	10.574262456909707	10.280278690157264	10.171459498227641	9.819641498961985	10.142519078392704
LSR1	9.396358655913309	9.471995685274207	9.603361528118322	9.319358897355142	9.76669227681463	8.99530320116057	9.13693039172888	10.844656263224461	10.844656263224461	10.844656263224461	8.07782701578447	9.029508630353824	9.112524713799722	7.797260870173277	8.196583799265213	7.8475530104494045	7.526913510169944	5.845854340991659	10.912307204971501	10.844656263224461	10.641639102468298	9.112524713799722
NME1	3.2929327541440774	2.686570025938644	3.3323312606810287	3.8278867480540346	3.942850321874581	1.9164264899494676	1.953106770249105	7.594049194375483	7.394035940132895	6.682125554853802	5.211973955853135	4.353189861298398	2.9821555061422926	5.299463230936978	2.6661784070842094	2.8272954081085837	1.9854411309292885	1.1118025588171585	7.889413666890618	7.797260870173277	8.265560931278268	2.297106502399783
PWR1	0.9141275818607243	0.843812773529611	0.7993577334739231	0.8360505632798325	0.6881088017278689	0.8329165952702335	0.7859255125399847	0.7292167860637189	0.7470927869464208	0.7535988735485799	1.013873904293828	1.0110887800510513	1.1209427665228457	1.0648427919449888	0.9684388756950172	1.0143954244660451	1.024215257993692	1.1118025588171585	0.7786976884204939	0.8101424438522529	0.8622868714962431	0.8295213613276788
