Gene	SRR3124700	SRR3124701	SRR3124703	SRR3124704	SRR3124705	SRR3124706	SRR3124707	SRR3124708	SRR3124710	SRR3124712	SRR3124715	SRR3124716	SRR3124717	SRR3131174	SRR3131176	SRR3131178	SRR3131180	SRR3131183	SRR3131184	SRR3131186	SRR3131188	SRR3131190	SRR3131192	SRR3131193	SRR3131196	SRR3131198	SRR3131200	SRR3131202	SRR3131205
Q0144	0.02987692259472706	0.042884757859460144	0.024498201318067042	0.04723655768340909	0.03483376938860426	0.039800583937445164	0.020873150107356537	0.027201931207815836	0.036687981593559946	0.05655277956454841	0.02808323346422211	0.03483376938860426	0.02360312629463751	0.024050849330689603	0.021782496098734526	0.14933238566634677	0.0152767922473966	0.020420105507506916	0.0325977492978936	0.016201999090225	0.019968631817579865	0.027642582336018982	0.018573404878981858	0.0437375229918197	0.022704136813364514	0.023155222641250334	0.03619875080215407	0.016680719719038697	0.03572523150473164
Q0158	1.527905180576128	0.7058784821240871	0.8814026611787837	1.29283240430856	0.9074751725004302	1.0345490900794179	0.726216408077552	0.4605189622348883	0.6739944865519218	0.7011906235199086	0.5039818197129757	1.0395190269866832	0.7727346830334092	0.8490395877300787	0.7346057438576441	0.8634356106544081	0.59322577026074	1.2668144641120485	0.5552584384304364	0.6418064258177824	0.32242536387829723	0.5298961015676911	0.30674425383277254	0.5706480231546344	0.33678970631092847	0.41771115303958456	0.9681424581139809	0.7298782814925215	1.0456184786357754
Q0160	0.34858953239622353	0.042884757859460144	0.13252328438639738	0.32812055365981685	0.2091087093699222	0.1840877718907294	0.11935523608892995	0.027201931207815836	0.16676952803502695	0.05655277956454841	0.16058354857499502	0.1702111123158589	0.1849719561948744	0.10748600221306437	0.13790294707669554	0.11853364587382181	0.09156356956341388	0.33123604247506555	0.0325977492978936	0.12190384823502498	0.019968631817579865	0.12628717608581289	0.018573404878981858	0.0437375229918197	0.022704136813364514	0.1387442421760785	0.1315714109498392	0.0957797212562923	0.23048617174591496
Q0182	0.02987692259472706	0.042884757859460144	0.024498201318067042	0.04723655768340909	0.03483376938860426	0.039800583937445164	0.020873150107356537	0.027201931207815836	0.036687981593559946	0.05655277956454841	0.02808323346422211	0.03483376938860426	0.02360312629463751	0.024050849330689603	0.10914807103126814	0.02987692259472706	0.0152767922473966	0.020420105507506916	0.0325977492978936	0.016201999090225	0.019968631817579865	0.13430828620648913	0.018573404878981858	0.22788627666264868	0.022704136813364514	0.023155222641250334	0.03619875080215407	0.12879551402656136	0.03572523150473164
Q0250	0.02987692259472706	0.042884757859460144	0.20547836303736483	0.34390534238909165	0.15883724427605972	0.3182395332865162	0.020873150107356537	0.027201931207815836	0.036687981593559946	0.332001932152033	0.02808323346422211	0.332001932152033	0.2549474735910296	0.2818358008849934	0.14051486678826258	0.28926665815015795	0.0152767922473966	0.10833521771768795	0.0325977492978936	0.20199795509091503	0.10411560865412371	0.12190384823502498	0.10331333412668639	0.2884592020334769	0.022704136813364514	0.023155222641250334	0.26841398788083826	0.1789035361593941	0.3257970709724204
Q0255	0.02987692259472706	0.042884757859460144	0.024498201318067042	0.04723655768340909	0.03483376938860426	0.039800583937445164	0.020873150107356537	0.027201931207815836	0.036687981593559946	0.05655277956454841	0.02808323346422211	0.03483376938860426	0.02360312629463751	0.024050849330689603	0.10580408065644367	0.02987692259472706	0.0152767922473966	0.020420105507506916	0.0325977492978936	0.016201999090225	0.019968631817579865	0.027642582336018982	0.018573404878981858	0.19016301880663417	0.022704136813364514	0.023155222641250334	0.03619875080215407	0.016680719719038697	0.13338262791850947
Q0275	0.2760779512525135	0.41991153096898326	0.270198486933949	0.27776229686666665	0.3242061494563272	0.28926665815015795	0.19286368232601014	0.027201931207815836	0.2351965095385567	0.24198232101774375	0.1570937506772226	0.2582686250420561	0.02360312629463751	0.259204865953015	0.3242061494563272	0.2785721402735	0.16587765858303782	0.2910593819793166	0.41991153096898326	0.016201999090225	0.019968631817579865	0.20547836303736483	0.018573404878981858	0.2428725182314416	0.11079553520773336	0.13790294707669554	0.2785721402735	0.28926665815015795	0.3159814403986993
Q0285	0.02987692259472706	0.042884757859460144	0.024498201318067042	0.04723655768340909	0.03483376938860426	0.039800583937445164	0.020873150107356537	0.027201931207815836	0.036687981593559946	0.05655277956454841	0.02808323346422211	0.03483376938860426	0.02360312629463751	0.024050849330689603	0.021782496098734526	0.02987692259472706	0.0152767922473966	0.10666002717647864	0.2842772001947699	0.016201999090225	0.019968631817579865	0.15538596178415795	0.018573404878981858	0.2825998920652203	0.022704136813364514	0.11079553520773336	0.03619875080215407	0.016680719719038697	0.03572523150473164
Q0297	0.02987692259472706	0.042884757859460144	0.024498201318067042	0.04723655768340909	0.03483376938860426	0.039800583937445164	0.10666002717647864	0.027201931207815836	0.036687981593559946	0.05655277956454841	0.02808323346422211	0.03483376938860426	0.02360312629463751	0.47379653305708536	0.37459771056712254	0.3578651581409735	0.2850839514749469	0.020420105507506916	0.15369910436537595	0.38294661843166744	0.11771471889837985	0.12793583045040777	0.018573404878981858	0.2445742294635027	0.022704136813364514	0.023155222641250334	0.3662907631138216	0.36997774198886724	0.4546950173921709
RDN18-1	10.171459498227641	7.838751608806547	10.522352049194033	10.435731055875108	10.844656263224461	10.912307204971501	10.464779104646581	8.689519764487105	8.63309550036581	8.090937628233153	8.723349230426791	10.552899691671737	10.464779104646581	10.464779104646581	10.641639102468298	10.844656263224461	10.464779104646581	9.959292194791908	7.72279632842891	10.464779104646581	8.553860458692217	8.47821081311369	8.488234787372901	7.85550014756928	8.6642995021941	8.558169508699493	10.522352049194033	10.464779104646581	10.380967930368602
RDN25-1	12.573847217818859	10.522352049194033	12.573847217818859	10.912307204971501	12.573847217818859	12.573847217818859	12.573847217818859	10.912307204971501	10.280278690157264	10.117553934834259	10.81015640473891	12.573847217818859	11.00159888932874	12.573847217818859	12.573847217818859	11.746071809201743	12.573847217818859	12.573847217818859	10.280278690157264	10.81015640473891	10.844656263224461	10.142519078392704	10.912307204971501	9.812777547282774	10.844656263224461	10.641639102468298	11.00159888932874	11.746071809201743	10.912307204971501
RDN37-1	2.7122118415857916	1.4783550709342514	2.28919909597964	1.1262469579325922	2.3686047915647688	3.137551346847112	2.6642563940827158	4.357783861344105	2.078742739884831	2.0951617996227196	3.4932736808931493	1.3192058760311487	1.7329444539065062	1.2874361532876812	2.309650069673859	2.8908517674092424	2.683058393125285	2.6275616931416166	1.4551917580757212	1.7113317108739279	4.2429226017053105	2.067895795600365	3.633290599620527	2.0520611072252235	4.47521315809601	3.4724254644837593	1.672519477853495	2.2618988363875445	1.115666018097218
RDN5-1	0.7649186064997073	0.5680334510460235	0.9118464374425128	0.7727346830334092	0.9371291489686768	1.622182639021076	1.8313115587341562	0.938424117639909	1.0247625142408519	0.6552060991827248	1.2175473482240338	0.7507529185141886	0.8708525845185034	0.893319988336775	0.9500749346079107	1.7930234677410848	1.8827935651396448	0.8729006504744858	0.5628335957676683	0.9564848944337252	1.082469618559662	0.8975172983496084	0.7947300139669613	0.6512577311349899	1.4612825034216699	1.2651373876563992	1.246062255350098	1.0743710516928378	0.9620965842295862
RDN5-2	0.6425897956297286	0.7916112239034648	0.755529745016853	0.8143260860542362	0.03483376938860426	0.9299870381883784	0.575671055229555	0.7631502991969012	0.7040317467159792	0.6979715300139742	0.26935795609903773	0.7149695195032305	0.6516913562099393	0.024050849330689603	0.021782496098734526	0.419202242320631	0.3662907631138216	0.020420105507506916	0.7892862996768931	0.016201999090225	0.3026573453092153	0.8899678130658213	0.41625469991381825	0.732285481544336	0.022704136813364514	0.23429354208999648	0.03619875080215407	0.016680719719038697	0.03572523150473164
RDN58-1	1.1746496573155416	1.4333558367340302	1.756442059797683	1.3421955190704549	1.767978422362934	3.1028407062939283	2.0338417389656067	1.28158193307754	1.1968535960958713	1.3664201089825074	1.4680695477708414	1.7030023944018917	1.7537875725605443	1.5941107068372804	1.7376136839565888	2.8994004060215004	1.9184237744573978	1.1034140553464582	1.4315064601750018	1.7134252312162492	1.2363534381696917	1.2170510280699494	1.4769803192567799	1.366136991828407	1.429801764449501	1.4665796963302635	1.645929686060901	1.728991307094583	1.3332888640237497
RME2	2.001110612399914	3.38719812323345	1.7382770617722323	3.1610931044790367	1.8149540265150619	2.5191250822081424	1.7379309142590058	1.979599475969719	2.399710651957608	3.1864854243851646	1.812017010046039	3.229078376280533	1.9719388738045716	3.3083328294864054	1.838025140624502	2.5535227822138262	1.7608233986546276	2.0124201253632834	3.3984498065211977	2.002854386242436	1.998143104208673	2.4135785072301017	1.9340229171287218	3.2688150162152056	1.795599216670122	1.8222861851886545	2.3087557690411185	1.759238094070108	3.25096603019828
RME3	0.6996539401835988	0.042884757859460144	0.7357455839932083	0.04723655768340909	0.7165983399507594	0.039800583937445164	0.710668261738584	0.7961641269669655	0.036687981593559946	0.05655277956454841	0.6794921314407292	0.03483376938860426	0.7552022275937245	0.024050849330689603	0.7370718137938708	0.02987692259472706	0.6777665098433647	0.708436578497933	0.6460979971499846	0.7600788758569519	0.8104837775900818	0.027642582336018982	0.695195591854217	0.0437375229918197	0.7357455839932083	0.681317910558581	0.03619875080215407	0.7360732398811609	0.5987823369696342
RNA170	0.33678970631092847	0.5857991284964661	0.41625469991381825	0.487248138603386	0.35016325576436713	0.5100252448678096	0.25745313646075263	0.450650137424209	0.5372332819196667	0.5143957454941378	0.37081052947897053	0.5047014186457337	0.28926665815015795	0.49543834302570966	0.3538663323309392	0.5149150458919545	0.27688854493044196	0.33044580365872017	0.5843525078306908	0.295247978592439	0.45790906003266685	0.5413697457994179	0.2918540556418754	0.5261006204665526	0.416936432281173	0.37314976148161616	0.4341484091419673	0.42162083869342565	0.479205044214121
RPR1	0.8554779256733471	0.37081052947897053	0.8280128102209814	0.5877742088289648	0.8147114265620764	0.6245602546499817	0.7405835483578995	0.9049074688711436	0.6497093528782879	0.7518197063446945	0.7813446558824603	0.38527450536212315	0.7063037374207151	0.36289849228081145	0.7936145939644469	0.6046520906261859	0.7201504356193501	0.8377558530770033	0.3400083190854996	0.6766466205913911	0.8723916506667486	0.629800363206072	0.8565160279958075	0.7135155010992343	0.8311324940980578	0.7443886325940751	0.5310319399981	0.8035255052839377	0.5501354106719671
