Gene	SRR5664537	SRR5664538	SRR5664539	SRR5664540	SRR5664541	SRR5664542	SRR5664543	SRR5664544
ETS1-1	1.600597257338201	1.543550238161289	1.6301081710399905	1.5097709620020225	1.4680695477708414	1.6227345851776904	1.664264674670462	1.7467758468078838
ETS2-1	0.7696555712745202	0.7476873158386999	0.6881088017278689	0.8160109522277822	0.7023033096131384	0.7230807817392806	0.7071877424946929	0.6998683597431098
HRA1	0.1387442421760785	0.16979250352048755	0.1619136492634253	0.47454343150280187	0.18586035592533104	0.15928145106462283	0.15667430527211346	0.16103822998785777
ICR1	1.1129147446039647	1.0244678371578733	1.0279679621525177	1.051490722332748	1.017306233903963	0.9864548036090998	0.9821685895712582	1.013873904293828
IRT1	1.3896687409782278	1.2648243467325255	1.5687856121738433	1.4632159532220197	1.2751608952113809	1.24032210556528	1.3060938962730817	1.2175473482240338
ITS1-1	0.9603276572926333	0.9711030051679485	0.9564848944337252	1.0651378086734795	0.9193914464984714	0.9218395960024546	0.938424117639909	0.9281979309690096
ITS2-1	0.8218199327527389	0.8215637443899415	0.8116599760107759	0.8199479288392396	0.7916112239034648	0.8199479288392396	0.8130101515409734	0.7790251573989402
LSR1	0.8615809978748104	0.8244145855901484	0.9965071680574129	0.9740586938739562	0.832491997379693	0.8153761038549789	0.827636594043872	0.8560850564661207
NME1	0.693194842168367	0.6619536542580173	0.7080680723810979	0.670010202344146	0.62218124939354	0.6639447233202856	0.6938952080055778	0.6830685864230827
PWR1	0.1387442421760785	0.16979250352048755	0.1619136492634253	0.15369910436537595	0.18586035592533104	0.15928145106462283	0.43478578545936736	0.16103822998785777
Q0010	0.1387442421760785	0.16979250352048755	0.1619136492634253	0.15369910436537595	0.18586035592533104	0.15928145106462283	0.15667430527211346	0.16103822998785777
Q0017	0.1387442421760785	0.16979250352048755	0.1619136492634253	0.15369910436537595	0.18586035592533104	0.15928145106462283	0.15667430527211346	0.16103822998785777
Q0020	0.726216408077552	0.7336313664069796	0.7793018810467888	0.7655219986765288	0.7440606215502414	0.7456878211380533	0.7673485449037742	0.7378038974661809
Q0032	0.1387442421760785	0.16979250352048755	0.1619136492634253	0.15369910436537595	0.18586035592533104	0.15928145106462283	0.3975151297832928	0.16103822998785777
Q0045	0.8501871885351712	0.8044481977040198	0.8599710047169438	0.9016636196484248	0.8234718657291354	0.8053645952095057	0.8208706817288296	0.8063237854509726
Q0050	0.7208578819238861	0.7357455839932083	0.6834981996843632	0.6816973740221604	0.7029925588240689	0.6770069028570742	0.5407250289877419	0.6497093528782879
Q0055	0.7092327069975901	0.7142992389998066	0.7357455839932083	0.7892862996768931	0.6915810041048438	0.695195591854217	0.6684648275706963	0.6344462778162208
Q0060	0.5898435543745926	0.6046520906261859	0.6655667542557178	0.6643866703191339	0.6213352922730313	0.5351711592561661	0.6060420982838138	0.6226817314806106
Q0065	0.6574487098445283	0.695195591854217	0.707369690742344	0.6704942472050175	0.615517346053631	0.5366827304640422	0.5474168800285554	0.5843525078306908
Q0070	0.6830685864230827	0.6731399533981315	0.710317831058772	0.7610115548992736	0.5952723510172941	0.6356860003661565	0.6278800205743847	0.48444264554332894
Q0075	0.5853074188332538	0.5552584384304364	0.5322542047504792	0.5848103061812882	0.519012995359969	0.6231345164258137	0.6493002134860963	0.5761709952019751
Q0080	0.1387442421760785	0.16979250352048755	0.1619136492634253	0.15369910436537595	0.18586035592533104	0.15928145106462283	0.15667430527211346	0.16103822998785777
Q0085	0.6542801666514044	0.5526506031785952	0.461268615840418	0.5149150458919545	0.5658624365010498	0.5652730428570533	0.5867755385109489	0.16103822998785777
Q0092	0.1387442421760785	0.16979250352048755	0.1619136492634253	0.15369910436537595	0.18586035592533104	0.15928145106462283	0.15667430527211346	0.16103822998785777
Q0105	0.1387442421760785	0.16979250352048755	0.1619136492634253	0.15369910436537595	0.43336761031276416	0.4752234640684301	0.15667430527211346	0.16103822998785777
Q0110	0.1387442421760785	0.16979250352048755	0.1619136492634253	0.49718979218236137	0.18586035592533104	0.15928145106462283	0.15667430527211346	0.16103822998785777
Q0115	0.1387442421760785	0.16979250352048755	0.1619136492634253	0.15369910436537595	0.18586035592533104	0.15928145106462283	0.15667430527211346	0.16103822998785777
Q0120	0.1387442421760785	0.16979250352048755	0.1619136492634253	0.15369910436537595	0.18586035592533104	0.15928145106462283	0.15667430527211346	0.16103822998785777
Q0130	0.44311273052088745	0.16979250352048755	0.4454682707819951	0.4448137974184464	0.4923931415807441	0.5334409002906811	0.15667430527211346	0.3798775213740352
Q0140	0.6362246869927217	0.6274808535682953	0.6141669250256355	0.608878087870256	0.6257027539932151	0.6643866703191339	0.6381422854777505	0.6689929021886818
Q0142	0.1387442421760785	0.16979250352048755	0.1619136492634253	0.15369910436537595	0.4804859784643469	0.15928145106462283	0.15667430527211346	0.16103822998785777
Q0143	0.5557267975916933	0.594413626154197	0.5506129682350573	0.3985919373522157	0.5397018892973792	0.5824664208958594	0.51703037565539	0.5043416191793547
Q0144	0.1387442421760785	0.16979250352048755	0.1619136492634253	0.15369910436537595	0.18586035592533104	0.15928145106462283	0.15667430527211346	0.16103822998785777
Q0158	0.8729006504744858	0.8136879706838587	0.8896081902722895	0.8370227942808791	0.8891103393145205	0.8671945633127656	0.8827571949960991	0.8454338294722632
Q0160	0.6798872843417263	0.58727756212579	0.5310319399981	0.6611245480453573	0.7048416679147493	0.6245602546499817	0.6759014424347112	0.5721455431645113
Q0182	0.1387442421760785	0.16979250352048755	0.1619136492634253	0.15369910436537595	0.18586035592533104	0.15928145106462283	0.15667430527211346	0.16103822998785777
Q0250	0.1387442421760785	0.5521116404009705	0.5249623660451517	0.15369910436537595	0.18586035592533104	0.5419077702183329	0.15667430527211346	0.16103822998785777
Q0255	0.1387442421760785	0.16979250352048755	0.1619136492634253	0.45190030509058	0.5213342590997749	0.15928145106462283	0.15667430527211346	0.16103822998785777
Q0275	0.3586259894623447	0.16979250352048755	0.1619136492634253	0.44051266438538467	0.18586035592533104	0.15928145106462283	0.15667430527211346	0.16103822998785777
Q0285	0.1387442421760785	0.16979250352048755	0.1619136492634253	0.15369910436537595	0.18586035592533104	0.15928145106462283	0.15667430527211346	0.16103822998785777
